instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_100\test.in,9987519308,9757517237,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_200\test.in,9987541121,9777537685,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_300\test.in,9977562401,9777556219,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_100\test.in,9912520608,9762519029,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_200\test.in,9700040658,9975037616,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_300\test.in,9912560400,9875055219,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_100\test.in,9187519008,9062518666,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_200\test.in,9187537072,9750036361,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_300\test.in,9187556242,9312554922,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0_s_100\test.in,9687519653,9687517358,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0_s_200\test.in,9687539667,9687535664,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_0_s_300\test.in,9687560684,9687554231,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_100\test.in,9690520690,9688118618,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_200\test.in,9690540288,9688236067,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_300\test.in,9690362940,9688657029,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_100\test.in,99960470,99826406,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_200\test.in,99927969,100003056,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_300\test.in,99873175,99851084,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_100\test.in,99968246,99963769,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_200\test.in,99808262,99893546,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_300\test.in,99817614,99752052,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_100\test.in,99699307,99889791,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_200\test.in,99154481,99670674,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_300\test.in,99453833,99754474,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_100\test.in,94304529,94069750,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_200\test.in,95091908,89934929,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_300\test.in,93731400,90683209,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0_s_100\test.in,99822551,99811517,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0_s_200\test.in,99841888,99820284,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_0_s_300\test.in,99857637,99825386,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_100\test.in,99994072,99838815,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_200\test.in,100007804,99832474,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_300\test.in,100027735,99851272,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_100\test.in,99855688,99812614,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_200\test.in,99839306,99826076,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_300\test.in,99965812,100005770,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_100\test.in,99750595,99931795,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_200\test.in,99898630,99989319,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_300\test.in,99933256,99974568,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_100\test.in,98853547,99872576,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_200\test.in,98847818,99330404,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_300\test.in,99816172,99271348,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_100\test.in,93137653,96457318,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_200\test.in,93931811,96118112,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_300\test.in,93946873,96132803,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0_s_100\test.in,99828976,99818570,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0_s_200\test.in,99851349,99830956,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_0_s_300\test.in,99878026,99843915,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_100\test.in,99973265,99826823,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_200\test.in,100007792,99843191,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_300\test.in,100025110,99863554,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_100\test.in,99875172,99943495,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_200\test.in,99943193,99940401,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_300\test.in,99880837,100009182,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_100\test.in,99941985,99780379,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_200\test.in,99951497,99973562,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_300\test.in,99905432,99987529,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_100\test.in,98858806,99814869,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_200\test.in,99813092,99828319,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_300\test.in,99517040,99440232,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_100\test.in,95681976,98806544,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_200\test.in,94140646,94608480,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_300\test.in,94939454,92203197,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0_s_100\test.in,99832539,99822822,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0_s_200\test.in,99861468,99842317,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_0_s_300\test.in,99891357,99861384,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_100\test.in,99977783,99836463,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_200\test.in,100000988,99858648,0,47
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_300\test.in,100028046,99877867,0,28
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_100\test.in,100000885,100001114,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_200\test.in,100025227,99994156,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_300\test.in,100035708,100003719,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_100\test.in,99988720,99936234,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_200\test.in,99984144,99932830,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_300\test.in,99955660,99956134,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_100\test.in,99357496,99239482,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_200\test.in,99684775,99720692,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_300\test.in,99845169,99706802,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_100\test.in,92082399,95006502,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_200\test.in,90733902,99202228,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_300\test.in,91546748,98427378,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0_s_100\test.in,100013332,99994836,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0_s_200\test.in,100026493,100001491,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_0_s_300\test.in,100036629,100004323,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_100\test.in,100009092,100001398,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_200\test.in,100017919,100001321,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_300\test.in,100037829,100004106,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_100\test.in,100013776,100002232,0,28
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_200\test.in,100027574,100005088,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_300\test.in,100038650,100011231,0,30
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_100\test.in,99985831,99959806,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_200\test.in,100027430,99947226,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_300\test.in,99965810,99991664,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_100\test.in,99802880,99856894,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_200\test.in,99367185,99257320,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_300\test.in,99400543,100006512,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_100\test.in,91136907,90093934,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_200\test.in,91320342,96968819,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_300\test.in,91934731,91525792,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0_s_100\test.in,100005512,100000368,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0_s_200\test.in,100029018,100005246,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_0_s_300\test.in,100035473,100003949,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_100\test.in,100009899,100001923,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_200\test.in,100022995,100004871,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_300\test.in,100039481,100008981,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_100\test.in,100013266,100003327,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_200\test.in,100028142,100007751,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_300\test.in,100042297,100012789,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_100\test.in,99959957,100002307,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_200\test.in,99968037,99952106,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_300\test.in,100047133,100011523,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_100\test.in,99844197,99828278,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_200\test.in,100014217,99904900,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.01_s_300\test.in,99723099,100010636,0,28
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_100\test.in,92424489,92856074,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_200\test.in,92100883,98220568,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0.1_s_300\test.in,92929583,92286154,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0_s_100\test.in,100009646,100002783,0,30
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0_s_200\test.in,100027524,100006324,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_0_s_300\test.in,100046033,100012076,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_100\test.in,100013909,100002193,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_200\test.in,100029371,100005711,0,28
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_14_f_0.3_eps_1e-05_s_300\test.in,100043230,100011354,0,29
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_100\test.in,50016160,50016147,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_200\test.in,50020758,50020749,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.0001_s_300\test.in,50027371,50027136,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_100\test.in,50106073,50105980,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_200\test.in,50113029,50112938,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.001_s_300\test.in,50116487,50116202,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_100\test.in,51006031,51005979,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_200\test.in,51011340,51011167,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.01_s_300\test.in,51017771,51017571,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_100\test.in,60005849,60005773,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_200\test.in,60012884,60012857,0,34
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0.1_s_300\test.in,60019607,60019451,0,35
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0_s_100\test.in,50006465,50006379,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0_s_200\test.in,50012257,50012212,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_0_s_300\test.in,50018008,50017771,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_100\test.in,50007420,50007321,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_200\test.in,50013990,50013966,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.1_eps_1e-05_s_300\test.in,50020504,50020229,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_100\test.in,50022928,50022898,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_200\test.in,50035020,50034943,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.0001_s_300\test.in,50047862,50047638,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_100\test.in,50111707,50111646,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_200\test.in,50124269,50124275,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.001_s_300\test.in,50133409,50133199,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_100\test.in,51012038,51011960,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_200\test.in,51023810,51023812,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.01_s_300\test.in,51036380,51036294,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_100\test.in,60011681,60011658,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_200\test.in,60024739,60024680,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0.1_s_300\test.in,60035911,60035638,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0_s_100\test.in,50012418,50012371,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0_s_200\test.in,50025988,50025922,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_0_s_300\test.in,50035402,50035263,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_100\test.in,50012761,50012734,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_200\test.in,50025627,50025473,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.2_eps_1e-05_s_300\test.in,50036644,50036467,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_100\test.in,50028006,50027957,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_200\test.in,50045626,50045461,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.0001_s_300\test.in,50062024,50061845,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_100\test.in,50118120,50118116,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_200\test.in,50136490,50136338,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.001_s_300\test.in,50157630,50157595,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_100\test.in,51018426,51018341,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_200\test.in,51035606,51035545,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.01_s_300\test.in,51055807,51055652,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_100\test.in,60017359,60017331,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_200\test.in,60036189,60036143,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0.1_s_300\test.in,60054307,60054155,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0_s_100\test.in,50018157,50018094,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0_s_200\test.in,50037789,50037741,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_0_s_300\test.in,50051414,50051364,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_100\test.in,50018729,50018663,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_200\test.in,50038028,50037944,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_2_f_0.3_eps_1e-05_s_300\test.in,50053597,50053488,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_100\test.in,97193337,96951158,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_200\test.in,97202416,96998433,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.0001_s_300\test.in,97211270,96984934,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_100\test.in,99783233,97681081,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_200\test.in,99691118,97687352,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.001_s_300\test.in,99999904,97593916,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_100\test.in,99007997,99756145,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_200\test.in,99016637,96638403,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.01_s_300\test.in,99023847,99769091,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_100\test.in,91881684,90631263,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_200\test.in,91888655,92512740,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0.1_s_300\test.in,91895324,87519281,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_100000000_g_6_f_0.1_eps_0_s_100\test.in,96883462,96881320,0,22
