instance,greedy,sa,time_seconds,max_rss_kb
n_600_c_10000000000_g_2_f_0.1_eps_0.0001_s_300,5001009558,5001009558,0.28,3968
n_600_c_10000000000_g_2_f_0.1_eps_0.001_s_100,5010002981,5010002981,0.28,4096
n_600_c_10000000000_g_2_f_0.1_eps_0.001_s_200,5010005865,5010005865,0.31,4096
n_600_c_10000000000_g_2_f_0.1_eps_0.001_s_300,5010009747,5010009747,0.27,4096
n_600_c_10000000000_g_2_f_0.1_eps_0.01_s_100,5100003113,5100003113,0.27,3968
n_600_c_10000000000_g_2_f_0.1_eps_0.01_s_200,5100006195,5100006195,0.25,3968
n_600_c_10000000000_g_2_f_0.1_eps_0.01_s_300,5100008428,5100008428,0.29,4096
n_600_c_10000000000_g_2_f_0.1_eps_0.1_s_100,6000002911,6000002911,0.30,4352
n_600_c_10000000000_g_2_f_0.1_eps_0.1_s_200,6000005880,6000005880,0.27,4096
n_600_c_10000000000_g_2_f_0.1_eps_0.1_s_300,6000008772,6000008772,0.27,4224
n_600_c_10000000000_g_2_f_0.1_eps_0_s_100,5000003111,5000003111,0.26,4096
n_600_c_10000000000_g_2_f_0.1_eps_0_s_200,5000005276,5000005276,0.30,4224
n_600_c_10000000000_g_2_f_0.1_eps_0_s_300,5000009601,5000009601,0.30,4096
n_600_c_10000000000_g_2_f_0.1_eps_1e-05_s_100,5000102979,5000102979,0.28,4096
n_600_c_10000000000_g_2_f_0.1_eps_1e-05_s_200,5000106079,5000106079,0.30,4096
n_600_c_10000000000_g_2_f_0.1_eps_1e-05_s_300,5000108604,5000108604,0.30,4224
n_600_c_10000000000_g_2_f_0.2_eps_0.0001_s_100,5001005855,5001005855,0.36,3968
n_600_c_10000000000_g_2_f_0.2_eps_0.0001_s_200,5001012869,5001012869,0.28,4096
n_600_c_10000000000_g_2_f_0.2_eps_0.0001_s_300,5001018188,5001018188,0.29,4096
n_600_c_10000000000_g_2_f_0.2_eps_0.001_s_100,5010006187,5010006187,0.32,3968
n_600_c_10000000000_g_2_f_0.2_eps_0.001_s_200,5010012077,5010012077,0.31,4096
n_600_c_10000000000_g_2_f_0.2_eps_0.001_s_300,5010017905,5010017905,0.25,3968
n_600_c_10000000000_g_2_f_0.2_eps_0.01_s_100,5100006035,5100006035,0.28,4224
n_600_c_10000000000_g_2_f_0.2_eps_0.01_s_200,5100013113,5100013113,0.26,4096
n_600_c_10000000000_g_2_f_0.2_eps_0.01_s_300,5100017833,5100017833,0.26,4352
n_600_c_10000000000_g_2_f_0.2_eps_0.1_s_100,6000006125,6000006129,0.27,4096
n_600_c_10000000000_g_2_f_0.2_eps_0.1_s_200,6000011353,6000011354,0.29,4224
n_600_c_10000000000_g_2_f_0.2_eps_0.1_s_300,6000018158,6000018158,0.28,4224
n_600_c_10000000000_g_2_f_0.2_eps_0_s_100,5000006184,5000006184,0.31,4096
n_600_c_10000000000_g_2_f_0.2_eps_0_s_200,5000012736,5000012736,0.30,4224
n_600_c_10000000000_g_2_f_0.2_eps_0_s_300,5000019424,5000019424,0.29,4224
n_600_c_10000000000_g_2_f_0.2_eps_1e-05_s_100,5000106247,5000106247,0.33,4224
n_600_c_10000000000_g_2_f_0.2_eps_1e-05_s_200,5000113678,5000113678,0.25,4096
n_600_c_10000000000_g_2_f_0.2_eps_1e-05_s_300,5000118650,5000118650,0.28,4352
n_600_c_10000000000_g_2_f_0.3_eps_0.0001_s_100,5001009398,5001009398,0.30,4224
n_600_c_10000000000_g_2_f_0.3_eps_0.0001_s_200,5001018864,5001018864,0.30,4224
n_600_c_10000000000_g_2_f_0.3_eps_0.0001_s_300,5001028542,5001028542,0.32,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.001_s_100,5010009239,5010009239,0.29,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.001_s_200,5010018129,5010018129,0.31,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.001_s_300,5010028261,5010028261,0.32,4224
n_600_c_10000000000_g_2_f_0.3_eps_0.01_s_100,5100009130,5100009130,0.29,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.01_s_200,5100017817,5100017817,0.29,3968
n_600_c_10000000000_g_2_f_0.3_eps_0.01_s_300,5100025982,5100025982,0.27,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.1_s_100,6000009133,6000009133,0.30,4224
n_600_c_10000000000_g_2_f_0.3_eps_0.1_s_200,6000017987,6000017987,0.29,4096
n_600_c_10000000000_g_2_f_0.3_eps_0.1_s_300,6000025131,6000025131,0.31,4096
n_600_c_10000000000_g_2_f_0.3_eps_0_s_100,5000010092,5000010092,0.31,4096
n_600_c_10000000000_g_2_f_0.3_eps_0_s_200,5000017794,5000017794,0.29,3968
n_600_c_10000000000_g_2_f_0.3_eps_0_s_300,5000029003,5000029003,0.30,3968
n_600_c_10000000000_g_2_f_0.3_eps_1e-05_s_100,5000109151,5000109151,0.29,4096
n_600_c_10000000000_g_2_f_0.3_eps_1e-05_s_200,5000118298,5000118298,0.27,4096
n_600_c_10000000000_g_2_f_0.3_eps_1e-05_s_300,5000127548,5000127548,0.35,3968
n_600_c_10000000000_g_6_f_0.1_eps_0.0001_s_100,9714505216,9714505216,0.35,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.0001_s_200,9713510136,9713510136,0.35,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.0001_s_300,9713515223,9713515223,0.39,4224
n_600_c_10000000000_g_6_f_0.1_eps_0.001_s_100,9937505262,9937505484,0.35,4224
n_600_c_10000000000_g_6_f_0.1_eps_0.001_s_200,9947510431,9947510885,0.32,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.001_s_300,9937514489,9937515271,0.34,4224
n_600_c_10000000000_g_6_f_0.1_eps_0.01_s_100,9900005160,9900005333,0.31,3968
n_600_c_10000000000_g_6_f_0.1_eps_0.01_s_200,9600009298,9600009298,0.38,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9700014470,9700014470,0.34,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.1_s_100,9812503821,9812503859,0.33,4096
n_600_c_10000000000_g_6_f_0.1_eps_0.1_s_200,9500007391,9812507432,0.29,4224
n_600_c_10000000000_g_6_f_0.1_eps_0.1_s_300,8812510990,9812511474,0.30,4096
n_600_c_10000000000_g_6_f_0.1_eps_0_s_100,9687505145,9687505145,0.33,3968
n_600_c_10000000000_g_6_f_0.1_eps_0_s_200,9687510192,9687510192,0.31,4224
n_600_c_10000000000_g_6_f_0.1_eps_0_s_300,9687516495,9687516495,0.36,4096
n_600_c_10000000000_g_6_f_0.1_eps_1e-05_s_100,9690105307,9690105307,0.32,4096
n_600_c_10000000000_g_6_f_0.1_eps_1e-05_s_200,9690410126,9690410126,0.33,4224
n_600_c_10000000000_g_6_f_0.1_eps_1e-05_s_300,9690115773,9690115773,0.34,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.0001_s_100,9711508666,9711508666,0.32,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.0001_s_200,9715517149,9715517149,0.32,4224
n_600_c_10000000000_g_6_f_0.2_eps_0.0001_s_300,9712523337,9712523337,0.33,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.001_s_100,9957508056,9957508131,0.33,3968
n_600_c_10000000000_g_6_f_0.2_eps_0.001_s_200,9947516551,9947516867,0.35,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.001_s_300,9947522922,9947523441,0.31,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.01_s_100,9600007252,9600007252,0.33,4224
n_600_c_10000000000_g_6_f_0.2_eps_0.01_s_200,9912514241,9912514409,0.33,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.01_s_300,9912523407,9912523602,0.32,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.1_s_100,9812506829,9812506844,0.33,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.1_s_200,9500012989,9812513120,0.33,4096
n_600_c_10000000000_g_6_f_0.2_eps_0.1_s_300,9812521854,9812522010,0.30,4224
n_600_c_10000000000_g_6_f_0.2_eps_0_s_100,9687507589,9687507589,0.38,4096
n_600_c_10000000000_g_6_f_0.2_eps_0_s_200,9687516068,9687516068,0.38,4096
n_600_c_10000000000_g_6_f_0.2_eps_0_s_300,9687525313,9687525313,0.33,4096
n_600_c_10000000000_g_6_f_0.2_eps_1e-05_s_100,9690108577,9690108577,0.35,4224
n_600_c_10000000000_g_6_f_0.2_eps_1e-05_s_200,9689816942,9689816942,0.38,4224
n_600_c_10000000000_g_6_f_0.2_eps_1e-05_s_300,9690224346,9690224346,0.40,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.0001_s_100,9713511638,9713511638,0.33,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.0001_s_200,9712522724,9712522724,0.39,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.0001_s_300,9713536231,9713536231,0.34,4224
n_600_c_10000000000_g_6_f_0.3_eps_0.001_s_100,9957511144,9957511289,0.32,4352
n_600_c_10000000000_g_6_f_0.3_eps_0.001_s_200,9957522721,9957523024,0.34,4352
n_600_c_10000000000_g_6_f_0.3_eps_0.001_s_300,9957534293,9957534714,0.32,4224
n_600_c_10000000000_g_6_f_0.3_eps_0.01_s_100,9600011028,9600011028,0.33,4224
n_600_c_10000000000_g_6_f_0.3_eps_0.01_s_200,9812520589,9812520935,0.31,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.01_s_300,9612531096,9612531096,0.35,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.1_s_100,8812509451,9812509581,0.30,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.1_s_200,9812518711,9812518725,0.31,4096
n_600_c_10000000000_g_6_f_0.3_eps_0.1_s_300,9500028143,9812528386,0.30,4096
n_600_c_10000000000_g_6_f_0.3_eps_0_s_100,9687510776,9687510776,0.33,4096
n_600_c_10000000000_g_6_f_0.3_eps_0_s_200,9687522000,9687522000,0.33,4096
n_600_c_10000000000_g_6_f_0.3_eps_0_s_300,9687533753,9687533753,0.34,3968
n_600_c_10000000000_g_6_f_0.3_eps_1e-05_s_100,9690011214,9690011214,0.35,4224
n_600_c_10000000000_g_6_f_0.3_eps_1e-05_s_200,9690121979,9690121979,0.33,4096
n_600_c_10000000000_g_6_f_0.3_eps_1e-05_s_300,9690033560,9690033560,0.38,4096
n_600_c_100000000_g_10_f_0.1_eps_0.0001_s_100,99908888,99909503,0.34,4224
n_600_c_100000000_g_10_f_0.1_eps_0.0001_s_200,99928630,99930019,0.34,4096
n_600_c_100000000_g_10_f_0.1_eps_0.0001_s_300,99981993,99984093,0.37,4352
n_600_c_100000000_g_10_f_0.1_eps_0.001_s_100,99973095,99973697,0.35,4224
n_600_c_100000000_g_10_f_0.1_eps_0.001_s_200,99964417,99965685,0.46,4096
n_600_c_100000000_g_10_f_0.1_eps_0.001_s_300,99879161,99880708,0.51,4224
n_600_c_100000000_g_10_f_0.1_eps_0.01_s_100,99187678,99969313,0.45,3968
n_600_c_100000000_g_10_f_0.1_eps_0.01_s_200,99390289,99976944,0.36,4224
n_600_c_100000000_g_10_f_0.1_eps_0.01_s_300,99891656,99893023,0.39,4096
n_600_c_100000000_g_10_f_0.1_eps_0.1_s_100,96840158,99769864,0.35,4224
n_600_c_100000000_g_10_f_0.1_eps_0.1_s_200,94305262,99969323,0.42,4096
n_600_c_100000000_g_10_f_0.1_eps_0.1_s_300,99386292,99972100,0.33,4096
n_600_c_100000000_g_10_f_0.1_eps_0_s_100,99815007,99815007,0.37,4096
n_600_c_100000000_g_10_f_0.1_eps_0_s_200,99827494,99827494,0.33,4352
n_600_c_100000000_g_10_f_0.1_eps_0_s_300,99836739,99836739,0.34,4352
n_600_c_100000000_g_10_f_0.1_eps_1e-05_s_100,99926544,99927009,0.35,4096
n_600_c_100000000_g_10_f_0.1_eps_1e-05_s_200,99936735,99938435,0.33,4096
n_600_c_100000000_g_10_f_0.1_eps_1e-05_s_300,99950985,99953246,0.34,4224
n_600_c_100000000_g_10_f_0.2_eps_0.0001_s_100,99871108,99871582,0.33,4096
n_600_c_100000000_g_10_f_0.2_eps_0.0001_s_200,99935658,99936677,0.35,3968
n_600_c_100000000_g_10_f_0.2_eps_0.0001_s_300,99896916,99898559,0.35,4096
n_600_c_100000000_g_10_f_0.2_eps_0.001_s_100,99756658,99952635,0.34,4096
n_600_c_100000000_g_10_f_0.2_eps_0.001_s_200,99846025,99846995,0.37,4224
n_600_c_100000000_g_10_f_0.2_eps_0.001_s_300,99742257,99843914,0.34,4224
n_600_c_100000000_g_10_f_0.2_eps_0.01_s_100,99956030,99956315,0.34,4096
n_600_c_100000000_g_10_f_0.2_eps_0.01_s_200,99770846,99966575,0.36,4224
n_600_c_100000000_g_10_f_0.2_eps_0.01_s_300,99728735,99925071,0.36,4096
n_600_c_100000000_g_10_f_0.2_eps_0.1_s_100,98991494,99772677,0.34,4096
n_600_c_100000000_g_10_f_0.2_eps_0.1_s_200,94310221,99779016,0.33,4096
n_600_c_100000000_g_10_f_0.2_eps_0.1_s_300,99004266,99980937,0.33,4224
n_600_c_100000000_g_10_f_0.2_eps_0_s_100,99817505,99817505,0.35,4224
n_600_c_100000000_g_10_f_0.2_eps_0_s_200,99830393,99830393,0.34,3968
n_600_c_100000000_g_10_f_0.2_eps_0_s_300,99848243,99849690,0.35,3968
n_600_c_100000000_g_10_f_0.2_eps_1e-05_s_100,99920528,99921158,0.34,4096
n_600_c_100000000_g_10_f_0.2_eps_1e-05_s_200,99934768,99936062,0.37,3968
n_600_c_100000000_g_10_f_0.2_eps_1e-05_s_300,99937100,99938692,0.35,4096
n_600_c_100000000_g_10_f_0.3_eps_0.0001_s_100,99939718,99940100,0.33,4224
n_600_c_100000000_g_10_f_0.3_eps_0.0001_s_200,99830556,100010308,0.37,4096
n_600_c_100000000_g_10_f_0.3_eps_0.0001_s_300,100018616,100018616,0.35,4096
n_600_c_100000000_g_10_f_0.3_eps_0.001_s_100,99821629,99821629,0.34,4096
n_600_c_100000000_g_10_f_0.3_eps_0.001_s_200,99945711,99946321,0.33,4096
n_600_c_100000000_g_10_f_0.3_eps_0.001_s_300,99978495,99979771,0.34,4224
n_600_c_100000000_g_10_f_0.3_eps_0.01_s_100,99881335,99881744,0.35,4096
n_600_c_100000000_g_10_f_0.3_eps_0.01_s_200,99559341,99950579,0.37,4096
n_600_c_100000000_g_10_f_0.3_eps_0.01_s_300,98885865,99887170,0.33,4096
n_600_c_100000000_g_10_f_0.3_eps_0.1_s_100,96846365,99971371,0.36,4096
n_600_c_100000000_g_10_f_0.3_eps_0.1_s_200,96074998,99785929,0.37,3968
n_600_c_100000000_g_10_f_0.3_eps_0.1_s_300,93546712,99991762,0.34,3840
n_600_c_100000000_g_10_f_0.3_eps_0_s_100,99820928,99820928,0.37,3968
n_600_c_100000000_g_10_f_0.3_eps_0_s_200,99837435,99837435,0.39,4096
n_600_c_100000000_g_10_f_0.3_eps_0_s_300,99850666,99852123,0.38,4096
n_600_c_100000000_g_10_f_0.3_eps_1e-05_s_100,99912130,99912360,0.37,4096
n_600_c_100000000_g_10_f_0.3_eps_1e-05_s_200,99941535,99942168,0.38,4096
n_600_c_100000000_g_10_f_0.3_eps_1e-05_s_300,99953275,99954194,0.40,4224
n_600_c_100000000_g_14_f_0.1_eps_0.0001_s_100,100006264,100006572,0.43,4096
n_600_c_100000000_g_14_f_0.1_eps_0.0001_s_200,100008072,100009724,0.38,4224
n_600_c_100000000_g_14_f_0.1_eps_0.0001_s_300,100019988,100020009,0.39,3840
n_600_c_100000000_g_14_f_0.1_eps_0.001_s_100,100004498,100005015,0.38,4224
n_600_c_100000000_g_14_f_0.1_eps_0.001_s_200,99929690,100004271,0.43,4224
n_600_c_100000000_g_14_f_0.1_eps_0.001_s_300,99982818,100019507,0.41,4224
n_600_c_100000000_g_14_f_0.1_eps_0.01_s_100,99199402,99993220,0.36,4096
n_600_c_100000000_g_14_f_0.1_eps_0.01_s_200,99699852,100005570,0.36,4096
n_600_c_100000000_g_14_f_0.1_eps_0.01_s_300,99027159,100003413,0.32,4352
n_600_c_100000000_g_14_f_0.1_eps_0.1_s_100,92408857,99989389,0.29,4224
n_600_c_100000000_g_14_f_0.1_eps_0.1_s_200,95440529,99969303,0.31,4096
n_600_c_100000000_g_14_f_0.1_eps_0.1_s_300,95053951,99973145,0.29,4096
n_600_c_100000000_g_14_f_0.1_eps_0_s_100,100001996,100002589,0.38,4096
n_600_c_100000000_g_14_f_0.1_eps_0_s_200,100005851,100007337,0.36,4096
n_600_c_100000000_g_14_f_0.1_eps_0_s_300,100019027,100019027,0.38,3968
n_600_c_100000000_g_14_f_0.1_eps_1e-05_s_100,99998353,99999093,0.37,4096
n_600_c_100000000_g_14_f_0.1_eps_1e-05_s_200,100010733,100011985,0.36,4224
n_600_c_100000000_g_14_f_0.1_eps_1e-05_s_300,100016344,100016430,0.41,4096
n_600_c_100000000_g_14_f_0.2_eps_0.0001_s_100,100006306,100006306,0.36,4224
n_600_c_100000000_g_14_f_0.2_eps_0.0001_s_200,100015460,100015460,0.38,4224
n_600_c_100000000_g_14_f_0.2_eps_0.0001_s_300,100009413,100012144,0.37,4096
n_600_c_100000000_g_14_f_0.2_eps_0.001_s_100,100000752,100001210,0.39,4224
n_600_c_100000000_g_14_f_0.2_eps_0.001_s_200,99962062,99999740,0.37,4224
n_600_c_100000000_g_14_f_0.2_eps_0.001_s_300,100018919,100018919,0.34,4096
n_600_c_100000000_g_14_f_0.2_eps_0.01_s_100,99098657,100002138,0.35,3968
n_600_c_100000000_g_14_f_0.2_eps_0.01_s_200,99171195,100002289,0.33,4224
n_600_c_100000000_g_14_f_0.2_eps_0.01_s_300,99057785,100009122,0.34,4224
n_600_c_100000000_g_14_f_0.2_eps_0.1_s_100,92888580,99968556,0.33,3968
n_600_c_100000000_g_14_f_0.2_eps_0.1_s_200,92944102,99975096,0.34,4096
n_600_c_100000000_g_14_f_0.2_eps_0.1_s_300,92487215,100003459,0.34,4096
n_600_c_100000000_g_14_f_0.2_eps_0_s_100,100004929,100004983,0.37,4224
n_600_c_100000000_g_14_f_0.2_eps_0_s_200,100007526,100008957,0.36,4096
n_600_c_100000000_g_14_f_0.2_eps_0_s_300,100021643,100021643,0.36,4096
n_600_c_100000000_g_14_f_0.2_eps_1e-05_s_100,100008418,100008418,0.35,4096
n_600_c_100000000_g_14_f_0.2_eps_1e-05_s_200,100014047,100014047,0.37,4096
n_600_c_100000000_g_14_f_0.2_eps_1e-05_s_300,100022878,100022878,0.36,4096
n_600_c_100000000_g_14_f_0.3_eps_0.0001_s_100,100005013,100005013,0.40,4224
n_600_c_100000000_g_14_f_0.3_eps_0.0001_s_200,100015030,100015030,0.38,4224
n_600_c_100000000_g_14_f_0.3_eps_0.0001_s_300,100016900,100016900,0.38,3968
n_600_c_100000000_g_14_f_0.3_eps_0.001_s_100,100003363,100003925,0.37,4096
n_600_c_100000000_g_14_f_0.3_eps_0.001_s_200,100016050,100016050,0.35,4096
n_600_c_100000000_g_14_f_0.3_eps_0.001_s_300,100014108,100014770,0.36,4096
n_600_c_100000000_g_14_f_0.3_eps_0.01_s_100,99941470,100002937,0.36,4096
n_600_c_100000000_g_14_f_0.3_eps_0.01_s_200,99452565,100002468,0.36,4096
n_600_c_100000000_g_14_f_0.3_eps_0.01_s_300,99437006,100011610,0.43,4096
n_600_c_100000000_g_14_f_0.3_eps_0.1_s_100,95564399,99995439,0.40,4096
n_600_c_100000000_g_14_f_0.3_eps_0.1_s_200,91239548,100004922,0.36,4224
n_600_c_100000000_g_14_f_0.3_eps_0.1_s_300,91944971,99989096,0.33,4096
n_600_c_100000000_g_14_f_0.3_eps_0_s_100,100005872,100005872,0.39,4096
n_600_c_100000000_g_14_f_0.3_eps_0_s_200,100010839,100010839,0.37,4096
n_600_c_100000000_g_14_f_0.3_eps_0_s_300,100024134,100024134,0.43,4096
n_600_c_100000000_g_14_f_0.3_eps_1e-05_s_100,100000116,100000622,0.43,4224
n_600_c_100000000_g_14_f_0.3_eps_1e-05_s_200,100011659,100011659,0.37,4224
n_600_c_100000000_g_14_f_0.3_eps_1e-05_s_300,100019021,100019021,0.38,4096
n_600_c_100000000_g_2_f_0.1_eps_0.0001_s_100,50013056,50013056,0.29,4096
n_600_c_100000000_g_2_f_0.1_eps_0.0001_s_200,50016277,50016277,0.28,4096
n_600_c_100000000_g_2_f_0.1_eps_0.0001_s_300,50020105,50020105,0.28,4096
n_600_c_100000000_g_2_f_0.1_eps_0.001_s_100,50103322,50103322,0.26,4096
n_600_c_100000000_g_2_f_0.1_eps_0.001_s_200,50105969,50105969,0.27,4224
n_600_c_100000000_g_2_f_0.1_eps_0.001_s_300,50109097,50109097,0.27,4096
n_600_c_100000000_g_2_f_0.1_eps_0.01_s_100,51003099,51003099,0.26,4224
n_600_c_100000000_g_2_f_0.1_eps_0.01_s_200,51006725,51006725,0.27,4096
n_600_c_100000000_g_2_f_0.1_eps_0.01_s_300,51009346,51009346,0.26,4224
n_600_c_100000000_g_2_f_0.1_eps_0.1_s_100,60003192,60003193,0.26,4096
n_600_c_100000000_g_2_f_0.1_eps_0.1_s_200,60005930,60005932,0.26,4352
n_600_c_100000000_g_2_f_0.1_eps_0.1_s_300,60009016,60009017,0.26,4096
n_600_c_100000000_g_2_f_0.1_eps_0_s_100,50003072,50003072,0.28,4096
n_600_c_100000000_g_2_f_0.1_eps_0_s_200,50005798,50005798,0.28,4096
n_600_c_100000000_g_2_f_0.1_eps_0_s_300,50010615,50010615,0.26,4096
n_600_c_100000000_g_2_f_0.1_eps_1e-05_s_100,50004293,50004293,0.25,4096
n_600_c_100000000_g_2_f_0.1_eps_1e-05_s_200,50007853,50007853,0.26,4096
n_600_c_100000000_g_2_f_0.1_eps_1e-05_s_300,50010803,50010803,0.26,4096
n_600_c_100000000_g_2_f_0.2_eps_0.0001_s_100,50016268,50016268,0.26,4096
n_600_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50022751,50022751,0.27,4224
n_600_c_100000000_g_2_f_0.2_eps_0.0001_s_300,50029152,50029152,0.29,4096
n_600_c_100000000_g_2_f_0.2_eps_0.001_s_100,50105828,50105828,0.28,4096
n_600_c_100000000_g_2_f_0.2_eps_0.001_s_200,50111867,50111867,0.28,4096
n_600_c_100000000_g_2_f_0.2_eps_0.001_s_300,50118738,50118738,0.28,4224
n_600_c_100000000_g_2_f_0.2_eps_0.01_s_100,51006496,51006496,0.28,4096
n_600_c_100000000_g_2_f_0.2_eps_0.01_s_200,51012812,51012812,0.30,3968
n_600_c_100000000_g_2_f_0.2_eps_0.01_s_300,51019426,51019426,0.27,4096
n_600_c_100000000_g_2_f_0.2_eps_0.1_s_100,60006538,60006541,0.28,4096
n_600_c_100000000_g_2_f_0.2_eps_0.1_s_200,60011730,60011730,0.32,4096
n_600_c_100000000_g_2_f_0.2_eps_0.1_s_300,60017593,60017595,0.28,4352
n_600_c_100000000_g_2_f_0.2_eps_0_s_100,50006523,50006523,0.27,4224
n_600_c_100000000_g_2_f_0.2_eps_0_s_200,50013013,50013013,0.31,4096
n_600_c_100000000_g_2_f_0.2_eps_0_s_300,50017257,50017257,0.28,4096
n_600_c_100000000_g_2_f_0.2_eps_1e-05_s_100,50007222,50007222,0.31,4096
n_600_c_100000000_g_2_f_0.2_eps_1e-05_s_200,50013120,50013120,0.27,4224
n_600_c_100000000_g_2_f_0.2_eps_1e-05_s_300,50018376,50018376,0.30,4096
n_600_c_100000000_g_2_f_0.3_eps_0.0001_s_100,50019386,50019386,0.31,4224
n_600_c_100000000_g_2_f_0.3_eps_0.0001_s_200,50028820,50028820,0.29,3968
n_600_c_100000000_g_2_f_0.3_eps_0.0001_s_300,50039429,50039429,0.30,4224
n_600_c_100000000_g_2_f_0.3_eps_0.001_s_100,50109346,50109346,0.28,4096
n_600_c_100000000_g_2_f_0.3_eps_0.001_s_200,50116902,50116902,0.28,4224
n_600_c_100000000_g_2_f_0.3_eps_0.001_s_300,50128843,50128843,0.27,4096
n_600_c_100000000_g_2_f_0.3_eps_0.01_s_100,51009364,51009364,0.31,4096
n_600_c_100000000_g_2_f_0.3_eps_0.01_s_200,51017828,51017828,0.30,4096
n_600_c_100000000_g_2_f_0.3_eps_0.01_s_300,51026718,51026718,0.30,4096
n_600_c_100000000_g_2_f_0.3_eps_0.1_s_100,60009509,60009511,0.31,4096
n_600_c_100000000_g_2_f_0.3_eps_0.1_s_200,60018872,60018872,0.29,4096
n_600_c_100000000_g_2_f_0.3_eps_0.1_s_300,60026814,60026814,0.27,3968
n_600_c_100000000_g_2_f_0.3_eps_0_s_100,50009273,50009273,0.31,4096
n_600_c_100000000_g_2_f_0.3_eps_0_s_200,50017875,50017875,0.26,4224
n_600_c_100000000_g_2_f_0.3_eps_0_s_300,50026991,50026991,0.32,4096
n_600_c_100000000_g_2_f_0.3_eps_1e-05_s_100,50010403,50010403,0.30,4224
n_600_c_100000000_g_2_f_0.3_eps_1e-05_s_200,50019049,50019049,0.33,4224
n_600_c_100000000_g_2_f_0.3_eps_1e-05_s_300,50027895,50027895,0.32,4224
n_600_c_100000000_g_6_f_0.1_eps_0.0001_s_100,97120001,97120001,0.36,4096
n_600_c_100000000_g_6_f_0.1_eps_0.0001_s_200,97164501,97164501,0.34,4096
n_600_c_100000000_g_6_f_0.1_eps_0.0001_s_300,97171656,97171656,0.33,4096
n_600_c_100000000_g_6_f_0.1_eps_0.001_s_100,99280025,99280261,0.35,4224
n_600_c_100000000_g_6_f_0.1_eps_0.001_s_200,99684877,99685289,0.36,4224
n_600_c_100000000_g_6_f_0.1_eps_0.001_s_300,99791719,99792005,0.35,4224
n_600_c_100000000_g_6_f_0.1_eps_0.01_s_100,97004466,97004466,0.35,4096
n_600_c_100000000_g_6_f_0.1_eps_0.01_s_200,99134373,99134605,0.38,4096
n_600_c_100000000_g_6_f_0.1_eps_0.01_s_300,96013154,96013154,0.31,4224
n_600_c_100000000_g_6_f_0.1_eps_0.1_s_100,98128664,98128690,0.29,4096
n_600_c_100000000_g_6_f_0.1_eps_0.1_s_200,98132056,98132133,0.29,4096
n_600_c_100000000_g_6_f_0.1_eps_0.1_s_300,98136201,98136532,0.29,4096
n_600_c_100000000_g_6_f_0.1_eps_0_s_100,96879900,96879900,0.34,4096
n_600_c_100000000_g_6_f_0.1_eps_0_s_200,96885318,96885318,0.33,4096
n_600_c_100000000_g_6_f_0.1_eps_0_s_300,96890530,96890530,0.33,4096
n_600_c_100000000_g_6_f_0.1_eps_1e-05_s_100,96905498,96905498,0.32,4096
n_600_c_100000000_g_6_f_0.1_eps_1e-05_s_200,96912329,96912329,0.38,3968
n_600_c_100000000_g_6_f_0.1_eps_1e-05_s_300,96916333,96916333,0.36,4096
n_600_c_100000000_g_6_f_0.2_eps_0.0001_s_100,97162963,97162963,0.32,3968
n_600_c_100000000_g_6_f_0.2_eps_0.0001_s_200,97170724,97170724,0.34,3968
n_600_c_100000000_g_6_f_0.2_eps_0.0001_s_300,97180238,97180238,0.34,4096
n_600_c_100000000_g_6_f_0.2_eps_0.001_s_100,99482753,99482978,0.42,4096
n_600_c_100000000_g_6_f_0.2_eps_0.001_s_200,99391388,99391880,0.45,4096
n_600_c_100000000_g_6_f_0.2_eps_0.001_s_300,99597741,99598666,0.34,4096
n_600_c_100000000_g_6_f_0.2_eps_0.01_s_100,99132851,99133064,0.35,4096
n_600_c_100000000_g_6_f_0.2_eps_0.01_s_200,98015833,98016178,0.41,4096
n_600_c_100000000_g_6_f_0.2_eps_0.01_s_300,97023491,97023491,0.41,4224
n_600_c_100000000_g_6_f_0.2_eps_0.1_s_100,95006702,98131716,0.31,4096
