instance,greedy,sa,time_seconds,max_rss_kb
n_1200_c_10000000000_g_10_f_0.2_eps_0.01_s_200,9981285934,9981285934,1.18,4096
n_1200_c_10000000000_g_10_f_0.2_eps_0.01_s_300,9978959222,9998491419,1.22,4224
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_100,9722670062,9996107604,1.16,4352
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_200,9820338276,9996119547,1.10,4224
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_300,9293007289,9996132171,1.16,4224
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_100,9980491838,9980491838,1.28,4224
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_200,9980515122,9980515122,1.26,4224
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_300,9980541230,9980541230,1.33,4224
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_100,9996092108,9996092883,1.26,4224
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_200,9996014305,9996016078,1.36,4096
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_300,9995538003,9995540589,1.37,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.0001_s_100,9998309202,9998310234,1.27,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.0001_s_200,9994336293,9994337658,1.28,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0.0001_s_300,9996837153,9996839373,1.37,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0.001_s_100,9991433420,9991434057,1.31,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0.001_s_200,9980524823,9980524823,1.37,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.001_s_300,9972427006,9972427006,1.37,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.01_s_100,9917991993,9996117406,1.38,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.01_s_200,9881296932,9881296932,1.30,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0.01_s_300,9957101968,9996165057,1.31,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.1_s_100,9546894960,9937519876,1.35,4096
n_1200_c_10000000000_g_10_f_0.3_eps_0.1_s_200,9546914732,9996133351,1.19,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0.1_s_300,9546932351,9976619545,1.23,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0_s_100,9980497662,9980497662,1.22,4224
n_1200_c_10000000000_g_10_f_0.3_eps_0_s_200,9980526667,9980526667,1.22,4352
n_1200_c_10000000000_g_10_f_0.3_eps_0_s_300,9980550794,9980550794,1.28,4352
n_1200_c_10000000000_g_10_f_0.3_eps_1e-05_s_100,9995298183,9995298886,1.28,4224
n_1200_c_10000000000_g_10_f_0.3_eps_1e-05_s_200,9994626443,9994627505,1.21,4224
n_1200_c_10000000000_g_10_f_0.3_eps_1e-05_s_300,9994352408,9994354946,1.22,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.0001_s_100,9998733315,9999955624,1.35,4352
n_1200_c_10000000000_g_14_f_0.1_eps_0.0001_s_200,9999419615,9999422744,1.35,4096
n_1200_c_10000000000_g_14_f_0.1_eps_0.0001_s_300,9999228427,9999231499,1.31,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.001_s_100,9991431051,9999977178,1.30,4096
n_1200_c_10000000000_g_14_f_0.1_eps_0.001_s_200,9999992046,9999994907,1.27,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.001_s_300,9998940055,9998945251,1.33,4096
n_1200_c_10000000000_g_14_f_0.1_eps_0.01_s_100,9979017575,9999769919,1.27,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.01_s_200,9975661329,9982985034,1.23,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.01_s_300,9961122682,9998965445,1.25,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.1_s_100,9546881712,9996100428,1.04,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.1_s_200,9058607696,9058607696,1.03,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0.1_s_300,9081807493,9081807493,1.02,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0_s_100,9998805216,9998805216,1.30,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0_s_200,9998829187,9998829187,1.39,4224
n_1200_c_10000000000_g_14_f_0.1_eps_0_s_300,9998864390,9998864390,1.36,4224
n_1200_c_10000000000_g_14_f_0.1_eps_1e-05_s_100,9999008851,9999010277,1.34,4224
n_1200_c_10000000000_g_14_f_0.1_eps_1e-05_s_200,9999554976,9999558211,1.41,4224
n_1200_c_10000000000_g_14_f_0.1_eps_1e-05_s_300,9999364374,9999368246,1.42,4096
n_1200_c_10000000000_g_14_f_0.2_eps_0.0001_s_100,9998344315,9999566220,1.38,4096
n_1200_c_10000000000_g_14_f_0.2_eps_0.0001_s_200,9997978249,9998980924,1.38,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.0001_s_300,9999404596,9999408127,1.31,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.001_s_100,9994492747,9999376785,1.37,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.001_s_200,9999451584,9999453871,1.34,3968
n_1200_c_10000000000_g_14_f_0.2_eps_0.001_s_300,9995774246,9999438440,1.33,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.01_s_100,9920819383,9998944745,1.29,4096
n_1200_c_10000000000_g_14_f_0.2_eps_0.01_s_200,9988074403,9999061374,1.25,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.01_s_300,9936826670,9999083185,1.25,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.1_s_100,9217298736,9996107249,1.11,4352
n_1200_c_10000000000_g_14_f_0.2_eps_0.1_s_200,9115995134,9996121752,1.14,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0.1_s_300,9219766498,9996133088,1.14,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0_s_100,9998809849,9998809849,1.29,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0_s_200,9998840020,9998840020,1.30,4224
n_1200_c_10000000000_g_14_f_0.2_eps_0_s_300,9998874824,9998874824,1.36,4224
n_1200_c_10000000000_g_14_f_0.2_eps_1e-05_s_100,9999855730,9999857060,1.30,4224
n_1200_c_10000000000_g_14_f_0.2_eps_1e-05_s_200,9999303987,9999306096,1.38,4096
n_1200_c_10000000000_g_14_f_0.2_eps_1e-05_s_300,9999658724,9999661804,1.34,4096
n_1200_c_10000000000_g_14_f_0.3_eps_0.0001_s_100,9999453234,9999454203,1.36,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.0001_s_200,9998488772,9999711849,1.42,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.0001_s_300,10000042331,10000042331,1.39,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.001_s_100,9997513998,9999956232,1.39,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.001_s_200,9997779036,9999000895,1.44,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.001_s_300,9994899653,9999785000,1.37,4352
n_1200_c_10000000000_g_14_f_0.3_eps_0.01_s_100,9926734648,9999977158,1.43,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.01_s_200,9928076583,9998876985,1.43,4352
n_1200_c_10000000000_g_14_f_0.3_eps_0.01_s_300,9980888076,9999199101,1.39,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.1_s_100,9112323297,9998553702,1.24,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.1_s_200,9220984980,9998572626,1.22,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0.1_s_300,9203913078,9999811271,1.22,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0_s_100,9998813874,9998813874,1.36,4224
n_1200_c_10000000000_g_14_f_0.3_eps_0_s_200,9998853637,9998853637,1.41,4096
n_1200_c_10000000000_g_14_f_0.3_eps_0_s_300,9998886729,9998886729,1.39,4352
n_1200_c_10000000000_g_14_f_0.3_eps_1e-05_s_100,9998980158,9998980912,1.37,4352
n_1200_c_10000000000_g_14_f_0.3_eps_1e-05_s_200,9998834113,9998834113,1.28,4224
n_1200_c_10000000000_g_14_f_0.3_eps_1e-05_s_300,9999573076,9999576343,1.39,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.0001_s_100,5001006144,5001006144,0.97,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.0001_s_200,5001012365,5001012365,1.01,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.0001_s_300,5001018455,5001018455,1.01,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_100,5010005905,5010005905,1.05,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_200,5010011787,5010011787,1.01,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.001_s_300,5010018712,5010018712,1.10,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_100,5100007035,5100007035,1.03,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_200,5100011262,5100011262,0.92,4352
n_1200_c_10000000000_g_2_f_0.1_eps_0.01_s_300,5100019018,5100019018,1.02,4352
n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_100,6000005906,6000005906,1.04,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_200,6000011792,6000011799,0.96,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0.1_s_300,6000018623,6000018629,1.08,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0_s_100,5000006264,5000006264,1.01,4096
n_1200_c_10000000000_g_2_f_0.1_eps_0_s_200,5000011633,5000011633,1.05,4224
n_1200_c_10000000000_g_2_f_0.1_eps_0_s_300,5000016899,5000016899,0.95,4224
n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_100,5000106255,5000106255,1.02,4224
n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_200,5000112474,5000112474,0.99,4224
n_1200_c_10000000000_g_2_f_0.1_eps_1e-05_s_300,5000119369,5000119369,1.14,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_100,5001012669,5001012669,0.96,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_200,5001024286,5001024286,1.02,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.0001_s_300,5001034210,5001034210,0.98,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_100,5010012073,5010012073,1.05,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_200,5010024816,5010024816,1.06,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.001_s_300,5010037341,5010037341,1.13,4096
n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_100,5100011912,5100011912,1.04,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_200,5100025683,5100025683,1.15,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.01_s_300,5100036536,5100036536,1.05,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_100,6000012719,6000012720,1.02,4352
n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_200,6000023509,6000023509,1.02,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0.1_s_300,6000035324,6000035324,1.08,4352
n_1200_c_10000000000_g_2_f_0.2_eps_0_s_100,5000012883,5000012883,1.09,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0_s_200,5000024072,5000024072,1.09,4224
n_1200_c_10000000000_g_2_f_0.2_eps_0_s_300,5000039583,5000039583,1.07,4224
n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_100,5000112503,5000112503,1.03,4224
n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_200,5000123888,5000123888,1.14,4224
n_1200_c_10000000000_g_2_f_0.2_eps_1e-05_s_300,5000134811,5000134811,0.99,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_100,5001017585,5001017585,1.09,4352
n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_200,5001034537,5001034537,1.23,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.0001_s_300,5001055997,5001055997,1.16,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_100,5010017779,5010017779,1.05,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_200,5010036918,5010036918,1.24,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.001_s_300,5010053402,5010053402,1.10,4352
n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_100,5100018344,5100018344,1.34,4096
n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_200,5100034994,5100034994,1.06,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.01_s_300,5100055658,5100055658,1.03,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_100,6000019374,6000019377,1.04,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_200,6000037624,6000037624,1.21,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0.1_s_300,6000052760,6000052762,1.18,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0_s_100,5000018021,5000018021,1.23,4224
n_1200_c_10000000000_g_2_f_0.3_eps_0_s_200,5000036925,5000036925,1.12,4096
n_1200_c_10000000000_g_2_f_0.3_eps_0_s_300,5000055481,5000055481,1.06,4224
n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_100,5000118147,5000118147,1.10,4224
n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_200,5000136638,5000136638,1.20,4224
n_1200_c_10000000000_g_2_f_0.3_eps_1e-05_s_300,5000156204,5000156204,1.06,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_100,9717509145,9717509145,1.19,4352
n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_200,9718518556,9718518556,1.19,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.0001_s_300,9718527390,9718527390,1.22,4352
n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_100,9997508431,9997508587,1.13,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_200,9987517332,9987517651,1.14,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.001_s_300,9997524752,9997525377,1.11,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_100,9700008051,9700008051,1.16,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_200,9900016384,9900016520,1.20,4096
n_1200_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9900023670,9900024026,1.17,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_100,9187506817,9812506823,1.07,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_200,9187513834,9812513861,1.06,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0.1_s_300,9812520786,9812520908,1.04,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0_s_100,9687508380,9687508380,1.09,4352
n_1200_c_10000000000_g_6_f_0.1_eps_0_s_200,9687517178,9687517178,1.17,4224
n_1200_c_10000000000_g_6_f_0.1_eps_0_s_300,9687525399,9687525399,1.19,4096
n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_100,9690608594,9690608594,1.21,4224
n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_200,9690616989,9690616989,1.27,4096
n_1200_c_10000000000_g_6_f_0.1_eps_1e-05_s_300,9690425447,9690425447,1.28,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_100,9718514418,9718514418,1.25,4096
n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_200,9718531088,9718531088,1.17,4352
n_1200_c_10000000000_g_6_f_0.2_eps_0.0001_s_300,9717541599,9717541599,1.13,4096
n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_100,9977514693,9977514809,1.10,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_200,9967529787,9967530134,1.16,4096
n_1200_c_10000000000_g_6_f_0.2_eps_0.001_s_300,9977542991,9977543603,1.21,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_100,9700014025,9700014025,1.19,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_200,9800029026,9800029264,1.13,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.01_s_300,9800041134,9800041684,1.07,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_100,9187513604,9812513656,1.14,4352
n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_200,9812526761,9812526813,1.06,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0.1_s_300,9500037721,9812537858,1.07,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0_s_100,9687514195,9687514195,1.24,4096
n_1200_c_10000000000_g_6_f_0.2_eps_0_s_200,9687528899,9687528899,1.25,4224
n_1200_c_10000000000_g_6_f_0.2_eps_0_s_300,9687542832,9687542832,1.18,4096
n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_100,9690413610,9690413610,1.17,4352
n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_200,9690330695,9690330695,1.21,4224
n_1200_c_10000000000_g_6_f_0.2_eps_1e-05_s_300,9690645161,9690645161,1.27,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_100,9715521217,9715521217,1.25,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_200,9717542313,9717542313,1.24,4352
n_1200_c_10000000000_g_6_f_0.3_eps_0.0001_s_300,9717564268,9717564268,1.28,4352
n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_100,9987519308,9987519566,1.14,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_200,9987541121,9987541637,1.17,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.001_s_300,9977562401,9977562769,1.19,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_100,9912520608,9912520703,1.21,4096
n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_200,9700040658,9700040658,1.25,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.01_s_300,9912560400,9912560766,1.19,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_100,9187519008,9812519031,1.13,4352
n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_200,9187537072,9812537132,1.27,4096
n_1200_c_10000000000_g_6_f_0.3_eps_0.1_s_300,9187556242,9812556240,1.26,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0_s_100,9687519653,9687519653,1.20,4224
n_1200_c_10000000000_g_6_f_0.3_eps_0_s_200,9687539667,9687539667,1.17,4096
n_1200_c_10000000000_g_6_f_0.3_eps_0_s_300,9687560684,9687560684,1.28,4352
n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_100,9690520690,9690520690,1.31,4352
n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_200,9690540288,9690540288,1.17,4224
n_1200_c_10000000000_g_6_f_0.3_eps_1e-05_s_300,9690362940,9690362940,1.20,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_100,99960470,99961545,1.28,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_200,99927969,99929609,1.29,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.0001_s_300,99873175,99875698,1.23,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_100,99968246,99969204,1.24,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_200,99808262,100005088,1.31,4352
n_1200_c_100000000_g_10_f_0.1_eps_0.001_s_300,99817614,100015248,1.24,4096
n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_100,99699307,99895002,1.30,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_200,99154481,99936593,1.32,4096
n_1200_c_100000000_g_10_f_0.1_eps_0.01_s_300,99453833,99453833,1.33,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_100,94304529,99968570,1.11,4096
n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_200,95091908,99974662,1.07,4224
n_1200_c_100000000_g_10_f_0.1_eps_0.1_s_300,93731400,99785938,1.09,4224
n_1200_c_100000000_g_10_f_0.1_eps_0_s_100,99822551,99822551,1.28,4096
n_1200_c_100000000_g_10_f_0.1_eps_0_s_200,99841888,99841888,1.21,4096
n_1200_c_100000000_g_10_f_0.1_eps_0_s_300,99857637,99859991,1.30,4224
n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_100,99994072,99995316,1.20,4224
n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_200,100007804,100009679,1.26,4224
n_1200_c_100000000_g_10_f_0.1_eps_1e-05_s_300,100027735,100027735,1.21,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_100,99855688,99856668,1.19,4096
n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_200,99839306,100020498,1.43,4096
n_1200_c_100000000_g_10_f_0.2_eps_0.0001_s_300,99965812,99968443,1.30,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_100,99750595,99946772,1.34,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_200,99898630,99899976,1.35,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.001_s_300,99933256,99935389,1.36,4096
n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_100,98853547,99854033,1.35,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_200,98847818,98847818,1.35,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.01_s_300,99816172,100010519,1.38,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_100,93137653,99973607,1.18,4352
n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_200,93931811,99986484,1.14,4224
n_1200_c_100000000_g_10_f_0.2_eps_0.1_s_300,93946873,99806222,1.16,4224
n_1200_c_100000000_g_10_f_0.2_eps_0_s_100,99828976,99828976,1.19,4352
n_1200_c_100000000_g_10_f_0.2_eps_0_s_200,99851349,99853262,1.23,4352
n_1200_c_100000000_g_10_f_0.2_eps_0_s_300,99878026,99880547,1.27,4224
n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_100,99973265,99974129,1.24,4224
n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_200,100007792,100009135,1.32,4352
n_1200_c_100000000_g_10_f_0.2_eps_1e-05_s_300,100025110,100025110,1.31,4352
n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_100,99875172,99876168,1.28,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_200,99943193,99944759,1.32,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.0001_s_300,99880837,99882722,1.26,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_100,99941985,99942622,1.29,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_200,99951497,99952845,1.22,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.001_s_300,99905432,99907678,1.21,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_100,98858806,99859068,1.23,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_200,99813092,100009143,1.19,4096
n_1200_c_100000000_g_10_f_0.3_eps_0.01_s_300,99517040,99909435,1.18,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_100,95681976,99783516,1.18,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_200,94140646,100000024,1.21,4224
n_1200_c_100000000_g_10_f_0.3_eps_0.1_s_300,94939454,100011242,1.24,4224
n_1200_c_100000000_g_10_f_0.3_eps_0_s_100,99832539,99832539,1.32,4352
n_1200_c_100000000_g_10_f_0.3_eps_0_s_200,99861468,99862598,1.29,4224
n_1200_c_100000000_g_10_f_0.3_eps_0_s_300,99891357,99894084,1.34,4224
n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_100,99977783,99978592,1.35,4096
n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_200,100000988,100002832,1.28,4224
n_1200_c_100000000_g_10_f_0.3_eps_1e-05_s_300,100028046,100028046,1.34,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_100,100000885,100002140,1.32,4096
n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_200,100025227,100025227,1.34,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.0001_s_300,100035708,100035708,1.35,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_100,99988720,100002696,1.26,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_200,99984144,100020303,1.31,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.001_s_300,99955660,100019541,1.29,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_100,99357496,100004518,1.32,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_200,99684775,100012931,1.31,4096
n_1200_c_100000000_g_14_f_0.1_eps_0.01_s_300,99845169,100016335,1.25,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_100,92082399,99992418,1.12,4224
n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_200,90733902,90733902,1.04,4352
n_1200_c_100000000_g_14_f_0.1_eps_0.1_s_300,91546748,100003421,1.04,4352
n_1200_c_100000000_g_14_f_0.1_eps_0_s_100,100013332,100013332,1.35,4096
n_1200_c_100000000_g_14_f_0.1_eps_0_s_200,100026493,100026493,1.27,4224
n_1200_c_100000000_g_14_f_0.1_eps_0_s_300,100036629,100036629,1.36,4224
n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_100,100009092,100009600,1.35,4096
n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_200,100017919,100018817,1.33,4224
n_1200_c_100000000_g_14_f_0.1_eps_1e-05_s_300,100037829,100037829,1.36,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_100,100013776,100013776,1.35,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_200,100027574,100027574,1.33,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.0001_s_300,100038650,100038650,1.34,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_100,99985831,100009789,1.44,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_200,100027430,100027430,1.45,4096
n_1200_c_100000000_g_14_f_0.2_eps_0.001_s_300,99965810,100025441,1.47,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_100,99802880,99998408,1.26,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_200,99367185,100011576,1.38,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.01_s_300,99400543,100010884,1.24,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_100,91136907,99974596,1.12,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_200,91320342,99987185,1.11,4224
n_1200_c_100000000_g_14_f_0.2_eps_0.1_s_300,91934731,100003520,1.16,4224
n_1200_c_100000000_g_14_f_0.2_eps_0_s_100,100005512,100006944,1.37,4224
n_1200_c_100000000_g_14_f_0.2_eps_0_s_200,100029018,100029018,1.36,4224
n_1200_c_100000000_g_14_f_0.2_eps_0_s_300,100035473,100035473,1.52,4096
n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_100,100009899,100009899,1.43,4096
n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_200,100022995,100022995,1.52,4224
n_1200_c_100000000_g_14_f_0.2_eps_1e-05_s_300,100039481,100039481,1.42,4224
n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_100,100013266,100013266,1.45,4224
n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_200,100028142,100028142,1.56,4224
n_1200_c_100000000_g_14_f_0.3_eps_0.0001_s_300,100042297,100042297,1.54,4224
n_1200_c_100000000_g_14_f_0.3_eps_0.001_s_100,99959957,99997534,1.45,4224
