instance_name,greedy_profit,sa_profit
n_1000_c_100000000_g_2_f_0.1_eps_0.01_s_200,51009631,51009629
n_1000_c_100000000_g_2_f_0.1_eps_0.01_s_300,51015231,51015156
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_100,60005039,60004972
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_200,60009343,60009326
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_300,60013252,60012958
n_1000_c_100000000_g_2_f_0.1_eps_0_s_100,50004453,50004408
n_1000_c_100000000_g_2_f_0.1_eps_0_s_200,50010253,50010165
n_1000_c_100000000_g_2_f_0.1_eps_0_s_300,50016328,50016245
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_100,50005804,50005725
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_200,50011492,50011467
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_300,50016474,50016246
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_100,50019978,50019901
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50030190,50030129
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_300,50040699,50040662
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_100,50110800,50110721
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_200,50120280,50120156
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_300,50128533,50128428
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_100,51009335,51009339
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_200,51021132,51020966
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_300,51031350,51031194
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_100,60009917,60009864
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_200,60021184,60021079
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_300,60029821,60029657
n_1000_c_100000000_g_2_f_0.2_eps_0_s_100,50009544,50009505
n_1000_c_100000000_g_2_f_0.2_eps_0_s_200,50019736,50019562
n_1000_c_100000000_g_2_f_0.2_eps_0_s_300,50030239,50030030
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_100,50011197,50011185
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_200,50022430,50022281
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_300,50030525,50030284
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_100,50025613,50025613
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_200,50040648,50040462
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_300,50056061,50055793
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_100,50114782,50114701
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_200,50129980,50129835
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_300,50143832,50143564
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_100,51014800,51014734
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_200,51029211,51029091
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_300,51045514,51045355
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_100,60016122,60016111
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_200,60029946,60029802
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_300,60044611,60044518
n_1000_c_100000000_g_2_f_0.3_eps_0_s_100,50014610,50014569
n_1000_c_100000000_g_2_f_0.3_eps_0_s_200,50030349,50030257
n_1000_c_100000000_g_2_f_0.3_eps_0_s_300,50045287,50045202
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_100,50016203,50016146
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_200,50033193,50033004
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_300,50045416,50045420
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_100,97192641,96940294
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_200,97189161,96955053
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_300,97157709,96972360
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_100,99982731,97880680
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_200,99389108,97585631
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_300,99896519,98091349
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_100,99007173,99755393
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_200,99013086,99634813
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_300,97018811,98639604
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_100,91881073,99380588
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_200,95011680,95635579
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_300,95015915,86889721
n_1000_c_100000000_g_6_f_0.1_eps_0_s_100,96882431,96880356
n_1000_c_100000000_g_6_f_0.1_eps_0_s_200,96889551,96885627
n_1000_c_100000000_g_6_f_0.1_eps_0_s_300,96896942,96890118
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_100,96912495,96887399
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_200,96919217,96893044
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_300,96925616,96901242
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_100,97167795,96935748
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_200,97177852,96963877
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_300,97213812,96967240
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_100,99787118,97685280
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_200,99799522,97995605
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_300,99711552,97906190
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_100,97011537,99760037
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_200,99148085,98645335
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_300,98033213,99778520
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_100,98135617,95635063
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_200,95021058,86895227
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_300,91907656,89406331
n_1000_c_100000000_g_6_f_0.2_eps_0_s_100,96887353,96885716
n_1000_c_100000000_g_6_f_0.2_eps_0_s_200,96899115,96895647
n_1000_c_100000000_g_6_f_0.2_eps_0_s_300,96912480,96906048
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_100,96916397,96896688
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_200,96929802,96899365
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_300,96940848,96914597
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_100,97182528,96940393
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_200,97209400,96985423
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_300,97206721,96971029
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_100,99691574,97689890
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_200,99510684,97907436
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_300,99827414,97721056
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_100,96016708,99765198
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_200,96032002,97654011
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_300,97051725,96547136
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_100,91890567,92514965
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_200,91907269,96906415
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_300,98172734,98796196
n_1000_c_100000000_g_6_f_0.3_eps_0_s_100,96892047,96890254
n_1000_c_100000000_g_6_f_0.3_eps_0_s_200,96910621,96907213
n_1000_c_100000000_g_6_f_0.3_eps_0_s_300,96926910,96920738
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_100,96918488,96901040
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_200,96937411,96910479
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_300,96956528,96934879
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_100,1007247,999596
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_200,1015764,999961
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_300,1022245,999547
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_100,1008246,1000213
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_200,1014168,999770
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_300,1023943,1000266
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_100,998817,994132
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_200,1011105,1000341
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_300,1014827,1000331
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_100,980523,990976
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_200,964377,973987
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_300,985198,926760
n_1000_c_1000000_g_10_f_0.1_eps_0_s_100,1007973,999960
n_1000_c_1000000_g_10_f_0.1_eps_0_s_200,1016104,999403
n_1000_c_1000000_g_10_f_0.1_eps_0_s_300,1022791,1001142
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_100,1008478,1000340
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_200,1014353,1000724
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_300,1023644,1000930
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_100,1010081,1000544
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_200,1020273,1000841
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_300,1027459,1000377
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_100,1008789,1000182
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_200,1019705,1001217
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_300,1027790,1000508
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_100,999449,1000333
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_200,1010494,1000598
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_300,1022311,1000889
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_100,952176,977037
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_200,982469,934360
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_300,985062,984555
n_1000_c_1000000_g_10_f_0.2_eps_0_s_100,1008470,999966
n_1000_c_1000000_g_10_f_0.2_eps_0_s_200,1018993,1000520
n_1000_c_1000000_g_10_f_0.2_eps_0_s_300,1029158,1001162
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_100,1009728,999930
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_200,1017726,999565
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_300,1025363,1000475
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_100,1010111,1000067
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_200,1020493,1002020
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_300,1032120,1001576
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_100,1010273,1000281
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_200,1019660,1000428
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_300,1032922,1000855
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_100,1008650,999877
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_200,1015839,999786
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_300,1026888,1001696
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_100,959335,973285
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_200,967284,969075
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_300,1009838,999947
n_1000_c_1000000_g_10_f_0.3_eps_0_s_100,1010292,1000165
n_1000_c_1000000_g_10_f_0.3_eps_0_s_200,1021881,1000530
n_1000_c_1000000_g_10_f_0.3_eps_0_s_300,1031512,999814
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_100,1011330,1000110
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_200,1020290,999904
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_300,1031046,1000342
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_100,1011303,1000749
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_200,1023784,1000026
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_300,1033403,1000239
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_100,1011891,1000332
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_200,1019817,1001053
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_300,1032562,1001092
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_100,999606,999435
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_200,1012836,1000461
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_300,1020847,999852
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_100,912057,927454
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_200,938925,994442
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_300,927466,979741
n_1000_c_1000000_g_14_f_0.1_eps_0_s_100,1011231,999809
n_1000_c_1000000_g_14_f_0.1_eps_0_s_200,1022454,1000977
n_1000_c_1000000_g_14_f_0.1_eps_0_s_300,1034660,1001012
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_100,1012150,1000079
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_200,1022847,999439
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_300,1033648,999992
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_100,1012371,1000098
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_200,1024238,1000550
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_300,1036817,1001041
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_100,1012045,999881
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_200,1025641,1000507
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_300,1033843,1000414
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_100,1008408,999880
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_200,1014720,1001828
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_300,1024555,1000262
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_100,933715,933897
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_200,946704,1000428
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_300,954632,993901
n_1000_c_1000000_g_14_f_0.2_eps_0_s_100,1012027,999936
n_1000_c_1000000_g_14_f_0.2_eps_0_s_200,1023707,1000577
n_1000_c_1000000_g_14_f_0.2_eps_0_s_300,1033986,1000447
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_100,1012002,1000544
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_200,1024370,1002094
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_300,1037863,1002480
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_100,1012660,999830
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_200,1025403,1001072
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_300,1035535,1001905
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_100,1011731,999322
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_200,1024411,1000480
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_300,1037756,1002505
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_100,1009251,1000120
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_200,1018156,1000395
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_300,1028205,1001299
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_100,940231,967347
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_200,944711,929821
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_300,984256,987865
n_1000_c_1000000_g_14_f_0.3_eps_0_s_100,1013424,1000395
n_1000_c_1000000_g_14_f_0.3_eps_0_s_200,1026749,1000168
n_1000_c_1000000_g_14_f_0.3_eps_0_s_300,1039527,999501
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_100,1012451,1000157
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_200,1026296,1002068
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_300,1039666,1002318
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_100,505233,505218
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_200,510614,510536
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_300,514881,514663
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_100,505891,505835
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_200,510720,510707
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_300,515158,515040
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_100,515034,514949
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_200,521453,521358
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_300,525390,525368
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_100,605344,605289
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_200,610137,610097
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_300,615322,615073
n_1000_c_1000000_g_2_f_0.1_eps_0_s_100,504947,504918
n_1000_c_1000000_g_2_f_0.1_eps_0_s_200,509526,509366
n_1000_c_1000000_g_2_f_0.1_eps_0_s_300,515225,515037
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_100,505263,505214
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_200,509892,509799
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_300,515280,515260
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_100,510425,510336
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_200,520334,520325
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_300,530310,530103
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_100,511418,511392
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_200,520044,520045
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_300,530699,530443
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_100,520446,520448
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_200,530118,529992
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_300,539097,539052
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_100,610668,610595
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_200,620010,619923
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_300,631000,630878
n_1000_c_1000000_g_2_f_0.2_eps_0_s_100,510264,510266
n_1000_c_1000000_g_2_f_0.2_eps_0_s_200,520017,519936
n_1000_c_1000000_g_2_f_0.2_eps_0_s_300,528839,528546
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_100,509988,509973
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_200,521020,520869
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_300,530241,530189
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_100,515284,515268
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_200,528961,528924
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_300,546154,546116
n_1000_c_1000000_g_2_f_0.3_eps_0.001_s_100,515553,515537
n_1000_c_1000000_g_2_f_0.3_eps_0.001_s_200,532252,532241
n_1000_c_1000000_g_2_f_0.3_eps_0.001_s_300,545012,544896
n_1000_c_1000000_g_2_f_0.3_eps_0.01_s_100,525839,525743
n_1000_c_1000000_g_2_f_0.3_eps_0.01_s_200,539708,539538
n_1000_c_1000000_g_2_f_0.3_eps_0.01_s_300,552932,552663
n_1000_c_1000000_g_2_f_0.3_eps_0.1_s_100,615782,615731
n_1000_c_1000000_g_2_f_0.3_eps_0.1_s_200,631373,631322
n_1000_c_1000000_g_2_f_0.3_eps_0.1_s_300,643783,643760
n_1000_c_1000000_g_2_f_0.3_eps_0_s_100,515259,515239
n_1000_c_1000000_g_2_f_0.3_eps_0_s_200,532992,532836
n_1000_c_1000000_g_2_f_0.3_eps_0_s_300,545246,545062
n_1000_c_1000000_g_2_f_0.3_eps_1e-05_s_100,515466,515456
n_1000_c_1000000_g_2_f_0.3_eps_1e-05_s_200,528688,528683
n_1000_c_1000000_g_2_f_0.3_eps_1e-05_s_300,546491,546501
n_1000_c_1000000_g_6_f_0.1_eps_0.0001_s_100,979355,975688
n_1000_c_1000000_g_6_f_0.1_eps_0.0001_s_200,985714,979454
n_1000_c_1000000_g_6_f_0.1_eps_0.0001_s_300,992128,984073
n_1000_c_1000000_g_6_f_0.1_eps_0.001_s_100,1003555,984956
n_1000_c_1000000_g_6_f_0.1_eps_0.001_s_200,1007207,987055
n_1000_c_1000000_g_6_f_0.1_eps_0.001_s_300,985139,996535
n_1000_c_1000000_g_6_f_0.1_eps_0.01_s_100,986226,999698
n_1000_c_1000000_g_6_f_0.1_eps_0.01_s_200,1004786,1000479
n_1000_c_1000000_g_6_f_0.1_eps_0.01_s_300,1008690,981830
n_1000_c_1000000_g_6_f_0.1_eps_0.1_s_100,987268,974368
n_1000_c_1000000_g_6_f_0.1_eps_0.1_s_200,961931,935861
n_1000_c_1000000_g_6_f_0.1_eps_0.1_s_300,936250,940799
n_1000_c_1000000_g_6_f_0.1_eps_0_s_100,976080,974051
n_1000_c_1000000_g_6_f_0.1_eps_0_s_200,983779,980155
n_1000_c_1000000_g_6_f_0.1_eps_0_s_300,990129,984298
n_1000_c_1000000_g_6_f_0.1_eps_1e-05_s_100,976003,973642
n_1000_c_1000000_g_6_f_0.1_eps_1e-05_s_200,983747,979467
n_1000_c_1000000_g_6_f_0.1_eps_1e-05_s_300,991313,984625
n_1000_c_1000000_g_6_f_0.2_eps_0.0001_s_100,984319,980229
n_1000_c_1000000_g_6_f_0.2_eps_0.0001_s_200,996454,990488
n_1000_c_1000000_g_6_f_0.2_eps_0.0001_s_300,1009168,1000994
n_1000_c_1000000_g_6_f_0.2_eps_0.001_s_100,979146,988452
n_1000_c_1000000_g_6_f_0.2_eps_0.001_s_200,991680,1001405
n_1000_c_1000000_g_6_f_0.2_eps_0.001_s_300,1002798,1000239
n_1000_c_1000000_g_6_f_0.2_eps_0.01_s_100,1002050,974381
n_1000_c_1000000_g_6_f_0.2_eps_0.01_s_200,1004495,1000742
n_1000_c_1000000_g_6_f_0.2_eps_0.01_s_300,995318,999418
n_1000_c_1000000_g_6_f_0.2_eps_0.1_s_100,991680,934937
n_1000_c_1000000_g_6_f_0.2_eps_0.1_s_200,941968,990883
n_1000_c_1000000_g_6_f_0.2_eps_0.1_s_300,1010728,924463
n_1000_c_1000000_g_6_f_0.2_eps_0_s_100,981359,979154
n_1000_c_1000000_g_6_f_0.2_eps_0_s_200,994332,990410
n_1000_c_1000000_g_6_f_0.2_eps_0_s_300,1003721,996655
n_1000_c_1000000_g_6_f_0.2_eps_1e-05_s_100,981802,979230
n_1000_c_1000000_g_6_f_0.2_eps_1e-05_s_200,993491,988605
n_1000_c_1000000_g_6_f_0.2_eps_1e-05_s_300,1003366,997105
n_1000_c_1000000_g_6_f_0.3_eps_0.0001_s_100,987539,983714
n_1000_c_1000000_g_6_f_0.3_eps_0.0001_s_200,1006051,999534
n_1000_c_1000000_g_6_f_0.3_eps_0.0001_s_300,1018004,1000988
n_1000_c_1000000_g_6_f_0.3_eps_0.001_s_100,985510,991817
n_1000_c_1000000_g_6_f_0.3_eps_0.001_s_200,997494,997673
n_1000_c_1000000_g_6_f_0.3_eps_0.001_s_300,1009118,999831
n_1000_c_1000000_g_6_f_0.3_eps_0.01_s_100,1005542,999842
n_1000_c_1000000_g_6_f_0.3_eps_0.01_s_200,1011395,1000435
n_1000_c_1000000_g_6_f_0.3_eps_0.01_s_300,1009314,999886
n_1000_c_1000000_g_6_f_0.3_eps_0.1_s_100,996947,999049
n_1000_c_1000000_g_6_f_0.3_eps_0.1_s_200,1009186,936219
n_1000_c_1000000_g_6_f_0.3_eps_0.1_s_300,993545,991756
n_1000_c_1000000_g_6_f_0.3_eps_0_s_100,986677,984555
n_1000_c_1000000_g_6_f_0.3_eps_0_s_200,1002435,997508
n_1000_c_1000000_g_6_f_0.3_eps_0_s_300,1017217,1001414
n_1000_c_1000000_g_6_f_0.3_eps_1e-05_s_100,986840,984202
n_1000_c_1000000_g_6_f_0.3_eps_1e-05_s_200,1004748,1001029
n_1000_c_1000000_g_6_f_0.3_eps_1e-05_s_300,1015870,1000037
n_1200_c_10000000000_g_10_f_0.1_eps_0.0001_s_100,9989236383,9979944439
n_1200_c_10000000000_g_10_f_0.1_eps_0.0001_s_200,9998254738,9995481740
n_1200_c_10000000000_g_10_f_0.1_eps_0.0001_s_300,9995275542,9984960435
n_1200_c_10000000000_g_10_f_0.1_eps_0.001_s_100,9977517130,9975163501
n_1200_c_10000000000_g_10_f_0.1_eps_0.001_s_200,9987064901,9974700860
n_1200_c_10000000000_g_10_f_0.1_eps_0.001_s_300,9978021028,9986115711
n_1200_c_10000000000_g_10_f_0.1_eps_0.01_s_100,9913292865,9953913555
n_1200_c_10000000000_g_10_f_0.1_eps_0.01_s_200,9981272906,9930482028
n_1200_c_10000000000_g_10_f_0.1_eps_0.01_s_300,9996127240,9930488324
n_1200_c_10000000000_g_10_f_0.1_eps_0.1_s_100,9253913282,9929694183
n_1200_c_10000000000_g_10_f_0.1_eps_0.1_s_200,9722668948,9371105111
n_1200_c_10000000000_g_10_f_0.1_eps_0.1_s_300,9488302642,9535176298
n_1200_c_10000000000_g_10_f_0.1_eps_0_s_100,9980486797,9980475570
n_1200_c_10000000000_g_10_f_0.1_eps_0_s_200,9980505159,9980481885
n_1200_c_10000000000_g_10_f_0.1_eps_0_s_300,9980521047,9980488957
n_1200_c_10000000000_g_10_f_0.1_eps_1e-05_s_100,9997687140,9982075882
n_1200_c_10000000000_g_10_f_0.1_eps_1e-05_s_200,9997505081,9981382281
n_1200_c_10000000000_g_10_f_0.1_eps_1e-05_s_300,9997420738,9981887437
n_1200_c_10000000000_g_10_f_0.2_eps_0.0001_s_100,9985242220,9999481310
n_1200_c_10000000000_g_10_f_0.2_eps_0.0001_s_200,9988797420,9994496307
n_1200_c_10000000000_g_10_f_0.2_eps_0.0001_s_300,9985290666,9980977242
n_1200_c_10000000000_g_10_f_0.2_eps_0.001_s_100,9975648083,9995638412
n_1200_c_10000000000_g_10_f_0.2_eps_0.001_s_200,9994263212,9994244746
n_1200_c_10000000000_g_10_f_0.2_eps_0.001_s_300,9985693226,9995664742
n_1200_c_10000000000_g_10_f_0.2_eps_0.01_s_100,9983612371,9991419942
n_1200_c_10000000000_g_10_f_0.2_eps_0.01_s_200,9981285934,9978152461
n_1200_c_10000000000_g_10_f_0.2_eps_0.01_s_300,9978959222,9982069581
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_100,9722670062,9789075793
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_200,9820338276,8984399583
n_1200_c_10000000000_g_10_f_0.2_eps_0.1_s_300,9293007289,9574255671
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_100,9980491838,9980481530
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_200,9980515122,9980494508
n_1200_c_10000000000_g_10_f_0.2_eps_0_s_300,9980541230,9980510082
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_100,9996092108,9982482335
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_200,9996014305,9981693559
n_1200_c_10000000000_g_10_f_0.2_eps_1e-05_s_300,9995538003,9982809019
