instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms,tempo_total_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.001_s_300\test.in,1031611,1031611,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.01_s_100\test.in,1004356,1004356,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.01_s_200\test.in,1014970,1014970,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.01_s_300\test.in,1021725,1021725,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.1_s_100\test.in,946323,946323,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.1_s_200\test.in,974323,974323,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0.1_s_300\test.in,1012223,1012223,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0_s_100\test.in,1011170,1011170,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0_s_200\test.in,1022494,1022494,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_0_s_300\test.in,1032080,1032080,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_1e-05_s_100\test.in,1009834,1009834,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_1e-05_s_200\test.in,1021826,1021826,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.2_eps_1e-05_s_300\test.in,1031105,1031105,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.0001_s_100\test.in,1011723,1011723,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.0001_s_200\test.in,1022621,1022621,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.0001_s_300\test.in,1036108,1036108,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.001_s_100\test.in,1010314,1010314,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.001_s_200\test.in,1023173,1023173,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.001_s_300\test.in,1036317,1036317,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.01_s_100\test.in,1009258,1009258,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.01_s_200\test.in,1021493,1021493,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.01_s_300\test.in,1027191,1027191,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.1_s_100\test.in,999435,999435,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.1_s_200\test.in,987679,987679,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0.1_s_300\test.in,1007196,1007196,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0_s_100\test.in,1012023,1012023,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0_s_200\test.in,1023922,1023922,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_0_s_300\test.in,1032534,1032534,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_1e-05_s_100\test.in,1011546,1011546,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_1e-05_s_200\test.in,1023521,1023521,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_10_f_0.3_eps_1e-05_s_300\test.in,1036718,1036718,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.0001_s_100\test.in,1013204,1013204,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.0001_s_200\test.in,1026486,1026486,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.0001_s_300\test.in,1038173,1038173,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.001_s_100\test.in,1011592,1011592,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.001_s_200\test.in,1024922,1024922,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.001_s_300\test.in,1039637,1039637,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.01_s_100\test.in,1001524,1001524,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.01_s_200\test.in,1013732,1013732,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.01_s_300\test.in,1017357,1017357,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.1_s_100\test.in,914390,914390,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.1_s_200\test.in,921836,921836,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0.1_s_300\test.in,936643,936643,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0_s_100\test.in,1013073,1013073,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0_s_200\test.in,1028612,1028612,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_0_s_300\test.in,1038297,1038297,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_1e-05_s_100\test.in,1013216,1013216,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_1e-05_s_200\test.in,1026654,1026654,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.1_eps_1e-05_s_300\test.in,1040264,1040264,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.0001_s_100\test.in,1014484,1014484,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.0001_s_200\test.in,1029815,1029815,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.0001_s_300\test.in,1044318,1044318,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.001_s_100\test.in,1013921,1013921,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.001_s_200\test.in,1027979,1027979,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.001_s_300\test.in,1036646,1036646,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.01_s_100\test.in,1008487,1008487,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.01_s_200\test.in,1016504,1016504,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.01_s_300\test.in,1030075,1030075,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.1_s_100\test.in,922949,922949,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.1_s_200\test.in,939391,939391,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0.1_s_300\test.in,956578,956578,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0_s_100\test.in,1013246,1013246,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0_s_200\test.in,1030417,1030417,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_0_s_300\test.in,1043825,1043825,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_1e-05_s_100\test.in,1014333,1014333,0,3,3
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_1e-05_s_200\test.in,1030843,1030843,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.2_eps_1e-05_s_300\test.in,1046110,1046110,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.0001_s_100\test.in,1014184,1014184,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.0001_s_200\test.in,1031402,1031402,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.0001_s_300\test.in,1043866,1043866,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.001_s_100\test.in,1014531,1014531,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.001_s_200\test.in,1027556,1027556,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.001_s_300\test.in,1043357,1043357,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.01_s_100\test.in,1011931,1011931,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.01_s_200\test.in,1021811,1021811,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.01_s_300\test.in,1031731,1031731,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.1_s_100\test.in,931002,931002,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.1_s_200\test.in,967655,967655,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0.1_s_300\test.in,975340,975340,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0_s_100\test.in,1014410,1014410,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0_s_200\test.in,1029136,1029136,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_0_s_300\test.in,1042922,1042922,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_1e-05_s_100\test.in,1013847,1013847,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_1e-05_s_200\test.in,1030520,1030520,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_14_f_0.3_eps_1e-05_s_300\test.in,1046953,1046953,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.0001_s_100\test.in,506176,506176,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.0001_s_200\test.in,511468,511468,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.0001_s_300\test.in,516847,516847,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.001_s_100\test.in,507234,507234,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.001_s_200\test.in,513095,513095,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.001_s_300\test.in,519195,519195,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.01_s_100\test.in,516089,516089,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.01_s_200\test.in,521369,521369,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.01_s_300\test.in,528895,528895,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.1_s_100\test.in,606207,606207,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.1_s_200\test.in,613096,613096,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0.1_s_300\test.in,616919,616919,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0_s_100\test.in,505852,505852,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0_s_200\test.in,512691,512691,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_0_s_300\test.in,519504,519504,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_1e-05_s_100\test.in,506318,506318,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_1e-05_s_200\test.in,513839,513839,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.1_eps_1e-05_s_300\test.in,517481,517481,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.0001_s_100\test.in,511623,511623,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.0001_s_200\test.in,524649,524649,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.0001_s_300\test.in,536638,536638,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.001_s_100\test.in,512815,512815,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.001_s_200\test.in,525790,525790,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.001_s_300\test.in,536972,536972,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.01_s_100\test.in,522513,522513,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.01_s_200\test.in,534400,534400,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.01_s_300\test.in,547698,547698,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.1_s_100\test.in,612103,612103,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.1_s_200\test.in,625156,625156,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0.1_s_300\test.in,636623,636623,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0_s_100\test.in,512424,512424,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0_s_200\test.in,524473,524473,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_0_s_300\test.in,538450,538450,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_1e-05_s_100\test.in,511727,511727,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_1e-05_s_200\test.in,525786,525786,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.2_eps_1e-05_s_300\test.in,534947,534947,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.0001_s_100\test.in,518101,518101,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.0001_s_200\test.in,538140,538140,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.0001_s_300\test.in,556677,556677,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.001_s_100\test.in,519967,519967,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.001_s_200\test.in,538811,538811,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.001_s_300\test.in,553339,553339,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.01_s_100\test.in,528822,528822,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.01_s_200\test.in,546297,546297,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.01_s_300\test.in,563157,563157,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.1_s_100\test.in,618212,618212,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.1_s_200\test.in,635299,635299,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0.1_s_300\test.in,653192,653192,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0_s_100\test.in,518387,518387,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0_s_200\test.in,537023,537023,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_0_s_300\test.in,551459,551459,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_1e-05_s_100\test.in,518245,518245,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_1e-05_s_200\test.in,536867,536867,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_2_f_0.3_eps_1e-05_s_300\test.in,555475,555475,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.0001_s_100\test.in,980269,980269,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.0001_s_200\test.in,989490,989490,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.0001_s_300\test.in,997672,997672,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.001_s_100\test.in,975846,975846,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.001_s_200\test.in,984809,984809,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.001_s_300\test.in,992816,992816,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.01_s_100\test.in,987890,987890,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.01_s_200\test.in,985303,985303,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.01_s_300\test.in,1004748,1004748,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.1_s_100\test.in,956463,956463,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.1_s_200\test.in,931546,931546,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0.1_s_300\test.in,939270,939270,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0_s_100\test.in,976725,976725,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0_s_200\test.in,987465,987465,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_0_s_300\test.in,995444,995444,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_1e-05_s_100\test.in,977788,977788,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_1e-05_s_200\test.in,985953,985953,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.1_eps_1e-05_s_300\test.in,994801,994801,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.0001_s_100\test.in,985978,985978,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.0001_s_200\test.in,998942,998942,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.0001_s_300\test.in,1014025,1014025,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.001_s_100\test.in,983002,983002,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.001_s_200\test.in,996218,996218,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.001_s_300\test.in,1011248,1011248,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.01_s_100\test.in,984344,984344,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.01_s_200\test.in,997079,997079,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.01_s_300\test.in,989815,989815,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.1_s_100\test.in,994543,994543,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.1_s_200\test.in,975861,975861,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0.1_s_300\test.in,986725,986725,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0_s_100\test.in,983029,983029,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0_s_200\test.in,999559,999559,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_0_s_300\test.in,1012806,1012806,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_1e-05_s_100\test.in,983868,983868,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_1e-05_s_200\test.in,998383,998383,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.2_eps_1e-05_s_300\test.in,1011685,1011685,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.0001_s_100\test.in,992122,992122,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.0001_s_200\test.in,1011025,1011025,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.0001_s_300\test.in,1022590,1022590,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.001_s_100\test.in,984252,984252,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.001_s_200\test.in,1006969,1006969,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.001_s_300\test.in,1020439,1020439,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.01_s_100\test.in,1007444,1007444,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.01_s_200\test.in,1015032,1015032,0,2,2
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.01_s_300\test.in,1022185,1022185,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.1_s_100\test.in,937618,937618,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.1_s_200\test.in,954823,954823,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0.1_s_300\test.in,973735,973735,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_1200_c_1000000_g_6_f_0.3_eps_0_s_100\test.in,989022,989022,0,1,1
