instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms,tempo_total_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_0_s_100\test.in,1004587,1004587,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_0_s_200\test.in,1008353,1008353,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_0_s_300\test.in,1012211,1012211,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_1e-05_s_100\test.in,1005336,1005336,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_1e-05_s_200\test.in,1009349,1009349,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_10_f_0.3_eps_1e-05_s_300\test.in,1016555,1016555,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.0001_s_100\test.in,1005227,1005227,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.0001_s_200\test.in,1010108,1010108,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.0001_s_300\test.in,1014882,1014882,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.001_s_100\test.in,1005352,1005352,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.001_s_200\test.in,1009776,1009776,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.001_s_300\test.in,1014489,1014489,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.01_s_100\test.in,1000101,1000101,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.01_s_200\test.in,1007198,1007198,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.01_s_300\test.in,1010778,1010778,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.1_s_100\test.in,944217,944217,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.1_s_200\test.in,985366,985366,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0.1_s_300\test.in,916996,916996,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0_s_100\test.in,1005385,1005385,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0_s_200\test.in,1009873,1009873,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_0_s_300\test.in,1015095,1015095,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_1e-05_s_100\test.in,1004807,1004807,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_1e-05_s_200\test.in,1010972,1010972,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.1_eps_1e-05_s_300\test.in,1015505,1015505,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.0001_s_100\test.in,1005238,1005238,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.0001_s_200\test.in,1009847,1009847,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.0001_s_300\test.in,1016779,1016779,0,1,1
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.001_s_100\test.in,1005097,1005097,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.001_s_200\test.in,1010348,1010348,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.001_s_300\test.in,1016378,1016378,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.01_s_100\test.in,996235,1001386,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.01_s_200\test.in,1007362,1007362,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.01_s_300\test.in,1012883,1012883,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.1_s_100\test.in,922900,922900,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.1_s_200\test.in,930271,930271,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0.1_s_300\test.in,951243,951243,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0_s_100\test.in,1005705,1005705,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0_s_200\test.in,1010564,1010564,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_0_s_300\test.in,1014129,1014129,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_1e-05_s_100\test.in,1005501,1005501,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_1e-05_s_200\test.in,1008347,1008347,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.2_eps_1e-05_s_300\test.in,1017939,1017939,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.0001_s_100\test.in,1005537,1005537,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.0001_s_200\test.in,1012283,1012283,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.0001_s_300\test.in,1017493,1017493,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.001_s_100\test.in,1004919,1004919,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.001_s_200\test.in,1009589,1009589,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.001_s_300\test.in,1016791,1016791,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.01_s_100\test.in,1000142,1000142,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.01_s_200\test.in,1008121,1008121,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.01_s_300\test.in,1015647,1015647,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.1_s_100\test.in,930525,930525,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.1_s_200\test.in,930040,930040,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0.1_s_300\test.in,982059,982059,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0_s_100\test.in,1005007,1005007,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0_s_200\test.in,1012219,1012219,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_0_s_300\test.in,1016933,1016933,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_1e-05_s_100\test.in,1005015,1005015,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_1e-05_s_200\test.in,1011356,1011356,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_14_f_0.3_eps_1e-05_s_300\test.in,1016786,1016786,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_100\test.in,502435,502435,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_200\test.in,505196,505196,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_300\test.in,506023,506023,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_100\test.in,503312,503312,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_200\test.in,504640,504640,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_300\test.in,507301,507301,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_100\test.in,512187,512187,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_200\test.in,513585,513585,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_300\test.in,517204,517204,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_100\test.in,602021,602021,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_200\test.in,604795,604795,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_300\test.in,606254,606254,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_100\test.in,501977,501977,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_200\test.in,503780,503780,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_300\test.in,506691,506691,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_100\test.in,502218,502218,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_200\test.in,503964,503964,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_300\test.in,506266,506266,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_100\test.in,504479,504479,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_200\test.in,507571,507571,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_300\test.in,513410,513410,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_100\test.in,505085,505085,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_200\test.in,509129,509129,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_300\test.in,514838,514838,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_100\test.in,514451,514451,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_200\test.in,519369,519369,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_300\test.in,521868,521868,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_100\test.in,604443,604443,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_200\test.in,608587,608587,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_300\test.in,612352,612352,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_100\test.in,503883,503883,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_200\test.in,508830,508830,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_300\test.in,511354,511354,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_100\test.in,503987,503987,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_200\test.in,507920,507920,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_300\test.in,512487,512487,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_100\test.in,506366,506366,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_200\test.in,512603,512603,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_300\test.in,517984,517984,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_100\test.in,507240,507240,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_200\test.in,513178,513178,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_300\test.in,520343,520343,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_100\test.in,516430,516430,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_200\test.in,521964,521964,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_300\test.in,527196,527196,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_100\test.in,606227,606227,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_200\test.in,612196,612196,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_300\test.in,617764,617764,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_100\test.in,505939,505939,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_200\test.in,511209,511209,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_300\test.in,518903,518903,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_100\test.in,506358,506358,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_200\test.in,512120,512120,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_300\test.in,520207,520207,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_100\test.in,975434,975434,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_200\test.in,979106,979106,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_300\test.in,982926,982926,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_100\test.in,997586,997586,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_200\test.in,1002207,1002207,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_300\test.in,1006023,1006023,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_100\test.in,985334,985334,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_200\test.in,988906,988906,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_300\test.in,1001757,1001757,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_100\test.in,952520,952520,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_200\test.in,955526,955526,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_300\test.in,988918,988918,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_100\test.in,972411,972411,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_200\test.in,976005,976005,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_300\test.in,979489,979489,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_100\test.in,973106,973106,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_200\test.in,976466,976466,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_300\test.in,980363,980363,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_100\test.in,977534,977534,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_200\test.in,982968,982968,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_300\test.in,989042,989042,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_100\test.in,997580,997580,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_200\test.in,1004966,1004966,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_300\test.in,1007153,1007153,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_100\test.in,977219,977219,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_200\test.in,982554,982554,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_300\test.in,1006009,1006009,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_100\test.in,985827,985827,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_200\test.in,991332,991332,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_300\test.in,964296,964296,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_100\test.in,974200,974200,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_200\test.in,980667,980667,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_300\test.in,987700,987700,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_100\test.in,974670,974670,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_200\test.in,980352,980352,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_300\test.in,985902,985902,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_100\test.in,978259,978259,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_200\test.in,986249,986249,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_300\test.in,995972,995972,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_100\test.in,1000303,1000303,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_200\test.in,1006388,1006388,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_300\test.in,1008713,1008713,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_100\test.in,988393,988393,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_200\test.in,995874,995874,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_300\test.in,1004236,1004236,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_100\test.in,987622,987622,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_200\test.in,993964,993964,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_300\test.in,901596,901596,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_100\test.in,976212,976212,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_200\test.in,985420,985420,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_300\test.in,992180,992180,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_100\test.in,977118,977118,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_200\test.in,984579,984579,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_300\test.in,991906,991906,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_100\test.in,99975788,99975788,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_200\test.in,99930022,99930022,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_300\test.in,99886604,99886604,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.001_s_100\test.in,99999482,99999482,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.001_s_200\test.in,99907575,99907575,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.001_s_300\test.in,99831075,99831075,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.01_s_100\test.in,99490291,99490291,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.01_s_200\test.in,99761680,99761680,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.01_s_300\test.in,99159879,99159879,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.1_s_100\test.in,97034280,97034280,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.1_s_200\test.in,98794252,98794252,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0.1_s_300\test.in,95281654,95281654,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0_s_100\test.in,99813516,99813516,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0_s_200\test.in,99821267,99821267,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_0_s_300\test.in,99829085,99829085,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_100\test.in,99906104,99906104,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_200\test.in,99907836,99907836,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_300\test.in,99921026,99921026,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_100\test.in,99988558,99988558,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_200\test.in,99812518,99812518,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_300\test.in,99832529,99832529,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.2_eps_0.001_s_100\test.in,99897382,99897382,0,0,0
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_100000000_g_10_f_0.2_eps_0.001_s_200\test.in,99791455,99791455,0,0,0
