instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms,tempo_total_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_100\test.in,1007247,1007247,0,1,1,10000.000000,0.990000,0.100000,1095142599
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_200\test.in,1015764,1015764,0,1,1,10000.000000,0.990000,0.100000,1849060281
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_300\test.in,1022245,1022245,0,1,1,10000.000000,0.990000,0.100000,4052556438
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_100\test.in,1008246,1008246,0,1,1,10000.000000,0.990000,0.100000,1421241365
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_200\test.in,1014168,1014168,0,1,1,10000.000000,0.990000,0.100000,470792980
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_300\test.in,1023943,1023943,0,1,1,10000.000000,0.990000,0.100000,1736334843
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_100\test.in,998817,998817,0,1,1,10000.000000,0.990000,0.100000,486773777
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_200\test.in,1011105,1011105,0,1,1,10000.000000,0.990000,0.100000,878350622
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_300\test.in,1014827,1014827,0,1,1,10000.000000,0.990000,0.100000,2667774359
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_100\test.in,980523,980523,0,0,0,10000.000000,0.990000,0.100000,3856365998
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_200\test.in,964377,964377,0,0,0,10000.000000,0.990000,0.100000,3752641001
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_300\test.in,985198,985198,0,1,1,10000.000000,0.990000,0.100000,3487206895
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0_s_100\test.in,1007973,1007973,0,1,1,10000.000000,0.990000,0.100000,2050027557
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0_s_200\test.in,1016104,1016104,0,1,1,10000.000000,0.990000,0.100000,3276351464
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_0_s_300\test.in,1022791,1022791,0,1,1,10000.000000,0.990000,0.100000,1012039056
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_100\test.in,1008478,1008478,0,1,1,10000.000000,0.990000,0.100000,2501322105
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_200\test.in,1014353,1014353,0,1,1,10000.000000,0.990000,0.100000,1688393107
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_300\test.in,1023644,1023644,0,1,1,10000.000000,0.990000,0.100000,1711225411
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_100\test.in,1010081,1010081,0,1,1,10000.000000,0.990000,0.100000,2285675187
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_200\test.in,1020273,1020273,0,1,1,10000.000000,0.990000,0.100000,1600135471
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_300\test.in,1027459,1027459,0,1,1,10000.000000,0.990000,0.100000,591432250
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_100\test.in,1008789,1008789,0,1,1,10000.000000,0.990000,0.100000,3875513128
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_200\test.in,1019705,1019705,0,1,1,10000.000000,0.990000,0.100000,3983468470
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_300\test.in,1027790,1027790,0,1,1,10000.000000,0.990000,0.100000,2321588705
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_100\test.in,999449,999449,0,1,1,10000.000000,0.990000,0.100000,4083499029
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_200\test.in,1010494,1010494,0,1,1,10000.000000,0.990000,0.100000,1338713054
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_300\test.in,1022311,1022311,0,1,1,10000.000000,0.990000,0.100000,1091605056
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_100\test.in,952176,952176,0,0,0,10000.000000,0.990000,0.100000,4233870078
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_200\test.in,982469,982469,0,0,0,10000.000000,0.990000,0.100000,3218976290
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_300\test.in,985062,985062,0,0,0,10000.000000,0.990000,0.100000,67387213
C:\Users\adria\Desktop\knapsack\problemInstances\n_1000_c_1000000_g_10_f_0.2_eps_0_s_100\test.in,1008470,1008470,0,1,1,10000.000000,0.990000,0.100000,230990192
